order_id,customer_id,order_date,status,subtotal,shipping,tax,total,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,created_at,updated_at
371,669,2025-11-17 20:06:18.575556,completed,3958.76,0.0,316.7,4275.46,credit_card,1826 Church Trafficway,Port Linda,NH,12354,2025-11-17 20:06:18.575556,2025-11-17 20:06:18.575556
372,970,2026-01-19 02:57:59.791152,cancelled,279.0,0.0,22.32,301.32,apple_pay,3847 Mullins Rapids,New Lindsayborough,AZ,13048,2026-01-19 02:57:59.791152,2026-01-22 02:57:59.791152
373,172,2024-08-31 12:14:53.096745,returned,2196.84,0.0,175.75,2372.59,debit_card,19292 Wood Extensions Suite 372,West Traceyberg,PA,20705,2024-08-31 12:14:53.096745,2024-09-03 12:14:53.096745
374,469,2025-06-07 15:39:45.927346,cancelled,169.48,0.0,13.56,183.04,apple_pay,73920 Jessica Stream Apt. 546,Lake Bryan,MH,21350,2025-06-07 15:39:45.927346,2025-06-12 15:39:45.927346
375,960,2025-11-28 14:43:12.676531,returned,4676.29,0.0,374.1,5050.39,paypal,477 Brittney Terrace Apt. 743,Michaelfurt,NY,42301,2025-11-28 14:43:12.676531,2025-11-30 14:43:12.676531
376,515,2025-09-27 23:41:32.797791,completed,425.88,0.0,34.07,459.95,paypal,1045 Vasquez Flats,Thompsonborough,AK,02785,2025-09-27 23:41:32.797791,2025-10-02 23:41:32.797791
377,809,2025-12-26 08:05:11.088664,completed,1158.1,0.0,92.65,1250.75,debit_card,63678 Horton Pass Suite 747,Christinaport,SD,31883,2025-12-26 08:05:11.088664,2025-12-27 08:05:11.088664
378,868,2025-12-05 06:06:51.246929,shipped,471.03,0.0,37.68,508.71,credit_card,7280 Timothy Drives,Mooretown,VA,84166,2025-12-05 06:06:51.246929,2025-12-07 06:06:51.246929
379,126,2024-12-23 15:21:18.968526,completed,235.95,0.0,18.88,254.83,apple_pay,5177 Clark Estates,Johnsonton,DC,75669,2024-12-23 15:21:18.968526,2024-12-28 15:21:18.968526
380,456,2025-07-28 18:28:30.704241,cancelled,619.1,0.0,49.53,668.63,apple_pay,370 David Summit Suite 244,Martinchester,IL,96073,2025-07-28 18:28:30.704241,2025-07-28 18:28:30.704241
381,502,2025-11-12 10:12:59.686202,completed,1003.34,0.0,80.27,1083.61,apple_pay,367 Ball Highway Suite 202,Meghanburgh,PW,48844,2025-11-12 10:12:59.686202,2025-11-13 10:12:59.686202
382,365,2023-12-23 09:12:24.191907,returned,601.27,0.0,48.1,649.37,apple_pay,3273 Anderson Circles Apt. 397,Sanchezmouth,IA,23684,2023-12-23 09:12:24.191907,2023-12-24 09:12:24.191907
383,810,2026-01-19 02:14:48.491769,completed,240.36,0.0,19.23,259.59,credit_card,76751 Carlson Keys,West Christopher,MD,99379,2026-01-19 02:14:48.491769,2026-01-23 02:14:48.491769
384,343,2025-10-26 23:50:43.109143,returned,824.8,0.0,65.98,890.78,apple_pay,2118 Jared Overpass Apt. 126,Millsshire,WV,30966,2025-10-26 23:50:43.109143,2025-10-29 23:50:43.109143
385,219,2025-03-08 21:56:58.250847,shipped,472.14,0.0,37.77,509.91,debit_card,93417 Glen Estate Suite 167,Jimmyside,AR,02877,2025-03-08 21:56:58.250847,2025-03-13 21:56:58.250847
386,692,2025-10-08 05:01:28.568404,returned,923.22,0.0,73.86,997.08,credit_card,4133 Parker Port,Brianfurt,KS,96435,2025-10-08 05:01:28.568404,2025-10-12 05:01:28.568404
387,308,2025-06-08 19:56:01.340547,completed,1012.02,0.0,80.96,1092.98,apple_pay,130 Lopez Burgs,Stanleymouth,MI,35310,2025-06-08 19:56:01.340547,2025-06-10 19:56:01.340547
388,399,2025-12-20 03:20:36.231015,completed,1410.96,0.0,112.88,1523.84,paypal,14035 Valerie Views Apt. 560,East Carol,RI,88126,2025-12-20 03:20:36.231015,2025-12-25 03:20:36.231015
389,261,2026-01-18 11:12:47.186463,completed,546.52,0.0,43.72,590.24,apple_pay,686 Jeffrey Crescent Suite 111,Joyborough,WA,15719,2026-01-18 11:12:47.186463,2026-01-23 11:12:47.186463
390,348,2025-12-10 10:08:32.303841,completed,246.08,0.0,19.69,265.77,paypal,426 Henry Turnpike,Ginaside,MH,57571,2025-12-10 10:08:32.303841,2025-12-15 10:08:32.303841
391,726,2024-02-14 13:16:44.883942,completed,583.63,0.0,46.69,630.32,paypal,34286 Barton Hills Suite 602,Brandychester,NE,25840,2024-02-14 13:16:44.883942,2024-02-18 13:16:44.883942
392,325,2025-09-10 22:30:28.064972,shipped,172.78,0.0,13.82,186.6,credit_card,31903 Burgess Valley,Port Alexisbury,GU,07956,2025-09-10 22:30:28.064972,2025-09-13 22:30:28.064972
393,621,2024-10-17 18:28:54.915104,completed,866.26,0.0,69.3,935.56,paypal,28672 Sarah Drive Apt. 095,South Patricia,MT,95061,2024-10-17 18:28:54.915104,2024-10-20 18:28:54.915104
394,883,2026-01-12 18:31:01.739464,completed,366.79,0.0,29.34,396.13,apple_pay,714 Vickie Garden Suite 931,Loweryfurt,NV,04875,2026-01-12 18:31:01.739464,2026-01-17 18:31:01.739464
395,60,2025-11-02 19:59:07.492704,completed,681.76,0.0,54.54,736.3,paypal,122 Morris Gateway Apt. 463,Molinamouth,ME,76845,2025-11-02 19:59:07.492704,2025-11-07 19:59:07.492704
396,509,2025-06-29 23:00:42.058667,completed,561.2,0.0,44.9,606.1,debit_card,97191 Raymond Roads,Lake Edward,IL,21132,2025-06-29 23:00:42.058667,2025-07-01 23:00:42.058667
397,300,2025-03-21 09:16:29.714475,returned,314.65,0.0,25.17,339.82,debit_card,09117 Daniel Haven,Patricialand,CA,65282,2025-03-21 09:16:29.714475,2025-03-23 09:16:29.714475
398,428,2026-01-18 00:23:13.901682,cancelled,794.19,0.0,63.54,857.73,apple_pay,5346 Reid Ramp Apt. 707,Michaelview,UT,62576,2026-01-18 00:23:13.901682,2026-01-21 00:23:13.901682
399,708,2025-05-06 14:09:15.056734,completed,439.02,0.0,35.12,474.14,apple_pay,7483 Melinda Mills Apt. 066,Port Brittany,TN,84680,2025-05-06 14:09:15.056734,2025-05-06 14:09:15.056734
400,765,2025-10-28 14:40:29.229334,shipped,144.44,0.0,11.56,156.0,apple_pay,260 William Dale Suite 589,Lake Jose,NH,44575,2025-10-28 14:40:29.229334,2025-10-30 14:40:29.229334
401,263,2024-11-12 05:51:16.102476,cancelled,48.66,0.0,3.89,52.55,paypal,656 Mooney Throughway,Myershaven,VA,37599,2024-11-12 05:51:16.102476,2024-11-15 05:51:16.102476
402,157,2024-11-15 17:56:47.393024,processing,565.53,0.0,45.24,610.77,debit_card,7264 Hannah Divide Suite 718,East Kimberlyside,DC,52021,2024-11-15 17:56:47.393024,2024-11-20 17:56:47.393024
403,517,2024-09-15 14:19:50.474943,shipped,851.95,0.0,68.16,920.11,apple_pay,152 Jonathan Rest,Port Brittanyfort,PW,52274,2024-09-15 14:19:50.474943,2024-09-17 14:19:50.474943
404,48,2024-08-08 19:58:26.775131,returned,710.16,0.0,56.81,766.97,apple_pay,627 West Stream Suite 964,North Emilyfurt,MN,67752,2024-08-08 19:58:26.775131,2024-08-12 19:58:26.775131
405,254,2025-03-02 13:03:34.083865,completed,111.91,0.0,8.95,120.86,debit_card,6897 Mathew Stravenue Suite 323,North Michellestad,NM,53526,2025-03-02 13:03:34.083865,2025-03-02 13:03:34.083865
406,820,2026-01-16 17:17:56.556195,returned,208.87,0.0,16.71,225.58,apple_pay,703 Dustin Cape,Durhamview,OH,45013,2026-01-16 17:17:56.556195,2026-01-20 17:17:56.556195
407,515,2025-06-30 11:14:51.325220,shipped,1111.98,0.0,88.96,1200.94,credit_card,1045 Vasquez Flats,Thompsonborough,AK,02785,2025-06-30 11:14:51.325220,2025-06-30 11:14:51.325220
408,425,2025-05-14 10:36:02.230109,cancelled,738.09,0.0,59.05,797.14,apple_pay,1957 Stephens Landing Suite 882,Jillstad,MT,23302,2025-05-14 10:36:02.230109,2025-05-17 10:36:02.230109
409,129,2025-09-11 03:08:02.727371,completed,1083.11,0.0,86.65,1169.76,paypal,69448 Cunningham Ridge,Victoriafurt,WV,27199,2025-09-11 03:08:02.727371,2025-09-12 03:08:02.727371
410,983,2025-12-10 04:23:15.982591,returned,630.72,0.0,50.46,681.18,credit_card,80884 Ryan Overpass Apt. 339,Lake Lisafurt,DE,48122,2025-12-10 04:23:15.982591,2025-12-13 04:23:15.982591
411,901,2025-11-10 16:23:41.773267,completed,704.85,0.0,56.39,761.24,paypal,994 Edwards Spur Suite 441,South Richardburgh,WA,56343,2025-11-10 16:23:41.773267,2025-11-10 16:23:41.773267
412,1,2025-10-12 11:47:43.479229,completed,154.17,0.0,12.33,166.5,debit_card,79402 Peterson Drives Apt. 511,Davisstad,PA,35172,2025-10-12 11:47:43.479229,2025-10-15 11:47:43.479229
413,68,2025-05-23 14:26:55.350586,processing,1359.12,0.0,108.73,1467.85,credit_card,750 Hopkins Brook,New Andreatown,AK,69892,2025-05-23 14:26:55.350586,2025-05-27 14:26:55.350586
414,623,2023-09-20 15:23:22.381192,completed,696.15,0.0,55.69,751.84,paypal,60234 Vincent Curve Apt. 521,Smithmouth,HI,28638,2023-09-20 15:23:22.381192,2023-09-20 15:23:22.381192
415,972,2025-11-05 06:45:30.423351,processing,23.61,9.99,1.89,35.49,paypal,08589 Greene Wells Apt. 721,Stephanieton,MA,20187,2025-11-05 06:45:30.423351,2025-11-08 06:45:30.423351
416,824,2025-05-01 02:03:52.093454,shipped,671.58,0.0,53.73,725.31,paypal,326 Smith Point Suite 886,Davenportmouth,MS,90779,2025-05-01 02:03:52.093454,2025-05-06 02:03:52.093454
417,558,2025-08-02 10:17:08.528344,returned,871.89,0.0,69.75,941.64,apple_pay,28165 Richard Locks,North Evelyn,GU,08029,2025-08-02 10:17:08.528344,2025-08-02 10:17:08.528344
418,926,2025-08-16 03:44:28.790442,completed,132.81,0.0,10.62,143.43,debit_card,4689 Tina Underpass Suite 704,North Robertside,ND,09564,2025-08-16 03:44:28.790442,2025-08-21 03:44:28.790442
419,336,2025-10-26 04:30:42.311111,returned,1595.18,0.0,127.61,1722.79,debit_card,421 Andrea Pass,North Carmen,AZ,71257,2025-10-26 04:30:42.311111,2025-10-26 04:30:42.311111
420,36,2026-01-13 07:33:50.780661,processing,72.97,0.0,5.84,78.81,debit_card,8998 Chelsea Shoals,Anthonyview,UT,41000,2026-01-13 07:33:50.780661,2026-01-14 07:33:50.780661
421,646,2026-01-05 22:56:08.424615,shipped,174.31,0.0,13.94,188.25,debit_card,05534 Michael Burg,South James,MT,97783,2026-01-05 22:56:08.424615,2026-01-08 22:56:08.424615
422,605,2024-07-26 05:53:48.644183,completed,448.82,0.0,35.91,484.73,credit_card,522 Jackson Ville Suite 251,Wilsonhaven,MD,64628,2024-07-26 05:53:48.644183,2024-07-29 05:53:48.644183
423,525,2026-01-18 09:30:57.215559,processing,158.98,0.0,12.72,171.7,apple_pay,806 Whitaker Drive,West Christopherview,MT,68261,2026-01-18 09:30:57.215559,2026-01-23 09:30:57.215559
424,444,2025-06-14 01:38:42.373075,returned,1137.98,0.0,91.04,1229.02,apple_pay,541 Reyes Hills,Andrewfort,ID,98845,2025-06-14 01:38:42.373075,2025-06-16 01:38:42.373075
425,115,2024-09-05 13:11:03.464410,completed,390.28,0.0,31.22,421.5,credit_card,216 Gordon Lights,Pettybury,KY,52650,2024-09-05 13:11:03.464410,2024-09-10 13:11:03.464410
426,539,2025-11-12 13:14:07.156115,completed,506.29,0.0,40.5,546.79,apple_pay,8268 Moore Rest,Gloverhaven,IN,71271,2025-11-12 13:14:07.156115,2025-11-14 13:14:07.156115
427,163,2025-06-20 10:48:11.846777,completed,89.58,0.0,7.17,96.75,paypal,046 Tyler Freeway Suite 743,Gregorystad,WY,05402,2025-06-20 10:48:11.846777,2025-06-25 10:48:11.846777
428,240,2026-01-18 06:42:14.126218,completed,297.67,0.0,23.81,321.48,apple_pay,428 Clark Common,Gibbsland,GA,67166,2026-01-18 06:42:14.126218,2026-01-18 06:42:14.126218
429,937,2025-05-01 04:31:55.826303,cancelled,2948.0,0.0,235.84,3183.84,debit_card,0863 Ian Hills,Port Anthony,WV,53745,2025-05-01 04:31:55.826303,2025-05-06 04:31:55.826303
430,902,2023-10-03 22:28:05.956329,completed,2052.41,0.0,164.19,2216.6,debit_card,965 Cole Throughway Apt. 756,South Thomasport,GU,29085,2023-10-03 22:28:05.956329,2023-10-07 22:28:05.956329
431,19,2026-01-18 05:17:33.391055,cancelled,1399.46,0.0,111.96,1511.42,credit_card,47379 Rogers Park,Hunterborough,MI,34363,2026-01-18 05:17:33.391055,2026-01-21 05:17:33.391055
432,434,2025-12-26 13:51:57.788584,shipped,718.43,0.0,57.47,775.9,debit_card,9061 Janet Trail,Port Darlene,MN,36858,2025-12-26 13:51:57.788584,2025-12-29 13:51:57.788584
433,281,2025-11-20 14:38:22.104981,completed,172.02,0.0,13.76,185.78,paypal,4396 Sean Stream,Richardsonfort,CO,65507,2025-11-20 14:38:22.104981,2025-11-22 14:38:22.104981
434,439,2025-04-07 18:09:30.576466,returned,2267.08,0.0,181.37,2448.45,paypal,11677 Jocelyn Lights,Johnsonview,IL,88753,2025-04-07 18:09:30.576466,2025-04-12 18:09:30.576466
435,722,2025-11-30 07:27:17.301283,completed,1716.51,0.0,137.32,1853.83,apple_pay,20409 Mitchell Mill,Curtischester,CT,67850,2025-11-30 07:27:17.301283,2025-12-02 07:27:17.301283
436,310,2025-01-13 12:48:21.737246,processing,4248.27,0.0,339.86,4588.13,debit_card,51225 Thomas Bridge,Pattersontown,HI,35082,2025-01-13 12:48:21.737246,2025-01-18 12:48:21.737246
437,384,2025-07-20 03:48:32.096288,completed,3062.45,0.0,245.0,3307.45,apple_pay,323 James Summit Suite 892,Port Amandaside,IN,91424,2025-07-20 03:48:32.096288,2025-07-23 03:48:32.096288
438,86,2026-01-19 02:01:27.661668,returned,42.1,5.99,3.37,51.46,paypal,1799 Kyle Streets,North Alexander,DC,92447,2026-01-19 02:01:27.661668,2026-01-23 02:01:27.661668
439,139,2025-12-07 12:41:23.587467,cancelled,225.18,0.0,18.01,243.19,apple_pay,829 Welch Roads,Millsside,ME,46005,2025-12-07 12:41:23.587467,2025-12-10 12:41:23.587467
440,839,2026-01-03 06:04:12.404077,returned,423.85,0.0,33.91,457.76,apple_pay,2526 Sandra Prairie,Clarkeside,OK,19735,2026-01-03 06:04:12.404077,2026-01-04 06:04:12.404077
441,940,2025-08-28 20:48:22.706567,completed,148.64,0.0,11.89,160.53,credit_card,44157 Amy Squares,Jenniferfurt,MH,09471,2025-08-28 20:48:22.706567,2025-08-30 20:48:22.706567
442,486,2025-06-26 14:44:27.734952,cancelled,1783.2,0.0,142.66,1925.86,debit_card,4186 Cooper Roads,Port Jayside,NJ,56331,2025-06-26 14:44:27.734952,2025-06-29 14:44:27.734952
443,897,2025-08-13 05:42:01.328091,processing,755.94,0.0,60.48,816.42,debit_card,7888 Richard Forges,South Joshuashire,AK,31690,2025-08-13 05:42:01.328091,2025-08-15 05:42:01.328091
444,165,2026-01-19 00:22:39.002998,cancelled,835.32,0.0,66.83,902.15,credit_card,9587 David Mountains,North Patrickland,NE,51870,2026-01-19 00:22:39.002998,2026-01-24 00:22:39.002998
445,663,2025-05-03 11:44:30.921481,returned,783.15,0.0,62.65,845.8,apple_pay,202 Castro Mills Suite 441,Jacksonview,MI,56652,2025-05-03 11:44:30.921481,2025-05-05 11:44:30.921481
446,752,2025-08-31 16:48:08.467346,completed,412.22,0.0,32.98,445.2,paypal,14065 Isabella Lock,Jackmouth,VI,29379,2025-08-31 16:48:08.467346,2025-09-05 16:48:08.467346
447,656,2025-09-09 09:27:51.562475,completed,656.63,0.0,52.53,709.16,debit_card,355 Louis Groves Apt. 219,West Johnton,NC,58384,2025-09-09 09:27:51.562475,2025-09-09 09:27:51.562475
448,991,2025-03-03 08:30:17.754831,completed,837.62,0.0,67.01,904.63,credit_card,7547 Melissa Brooks,Elizabethburgh,MT,04656,2025-03-03 08:30:17.754831,2025-03-08 08:30:17.754831
449,675,2024-04-15 22:29:32.524214,completed,362.93,0.0,29.03,391.96,credit_card,187 Maxwell Harbors Apt. 364,North Michael,VT,75206,2024-04-15 22:29:32.524214,2024-04-19 22:29:32.524214
450,870,2024-10-14 16:21:07.328858,completed,1867.93,0.0,149.43,2017.36,apple_pay,43180 Clark Drive Apt. 025,Royborough,IA,62068,2024-10-14 16:21:07.328858,2024-10-19 16:21:07.328858
451,888,2026-01-19 09:06:25.154713,completed,572.73,0.0,45.82,618.55,apple_pay,9379 Jacobs Road,Meganburgh,HI,41529,2026-01-19 09:06:25.154713,2026-01-22 09:06:25.154713
452,814,2025-10-08 12:29:22.016700,completed,2730.41,0.0,218.43,2948.84,paypal,4733 Jon Street Suite 247,Michelleberg,AL,25139,2025-10-08 12:29:22.016700,2025-10-13 12:29:22.016700
453,105,2025-09-15 23:08:52.672998,cancelled,403.48,0.0,32.28,435.76,debit_card,0993 Barber Forges Suite 584,Port Diane,OH,24242,2025-09-15 23:08:52.672998,2025-09-16 23:08:52.672998
454,645,2024-12-26 18:00:20.683615,cancelled,812.57,0.0,65.01,877.58,credit_card,72884 Shane Meadow Suite 207,Vegaberg,NJ,09361,2024-12-26 18:00:20.683615,2024-12-26 18:00:20.683615
455,822,2025-02-07 08:19:28.981376,processing,1548.43,0.0,123.87,1672.3,debit_card,2388 Schmidt Pass Suite 656,North Jamie,TN,07377,2025-02-07 08:19:28.981376,2025-02-11 08:19:28.981376
456,237,2025-04-17 23:40:00.637940,completed,778.42,0.0,62.27,840.69,paypal,806 Gonzalez Flats,Port Casey,ID,88038,2025-04-17 23:40:00.637940,2025-04-19 23:40:00.637940
457,626,2024-08-15 06:17:57.570873,completed,1758.9,0.0,140.71,1899.61,apple_pay,39865 Reynolds Drive,East Cameronburgh,ID,97950,2024-08-15 06:17:57.570873,2024-08-20 06:17:57.570873
458,829,2025-10-24 05:58:39.344141,processing,3591.1,0.0,287.29,3878.39,paypal,6272 Crystal Summit Apt. 649,North Carolberg,VT,70062,2025-10-24 05:58:39.344141,2025-10-25 05:58:39.344141
459,686,2025-05-01 06:21:55.659983,completed,393.18,0.0,31.45,424.63,debit_card,580 Martin Locks Apt. 211,Johnsonmouth,AS,90120,2025-05-01 06:21:55.659983,2025-05-03 06:21:55.659983
460,149,2025-01-04 07:00:11.210852,cancelled,254.1,0.0,20.33,274.43,paypal,5661 Julie Vista,Lake Kimberlyfurt,AR,40449,2025-01-04 07:00:11.210852,2025-01-09 07:00:11.210852
461,981,2025-11-28 02:06:56.960207,processing,27.84,0.0,2.23,30.07,apple_pay,811 Jarvis Union Suite 512,Howardtown,VI,51461,2025-11-28 02:06:56.960207,2025-11-30 02:06:56.960207
462,113,2024-12-20 11:51:31.077113,completed,1607.39,0.0,128.59,1735.98,paypal,016 Johnson Plaza Apt. 199,Pamelaside,IL,86300,2024-12-20 11:51:31.077113,2024-12-22 11:51:31.077113
463,929,2025-05-28 22:06:57.429775,completed,990.4,0.0,79.23,1069.63,apple_pay,772 Jones Island,Diazchester,TN,81896,2025-05-28 22:06:57.429775,2025-05-31 22:06:57.429775
464,892,2026-01-19 03:58:02.083928,completed,116.67,0.0,9.33,126.0,debit_card,07883 George Mill,Lake Ronald,MI,38591,2026-01-19 03:58:02.083928,2026-01-22 03:58:02.083928
465,563,2025-09-24 03:26:38.945698,completed,639.13,0.0,51.13,690.26,apple_pay,3659 Ritter Groves,Hugheshaven,MS,08834,2025-09-24 03:26:38.945698,2025-09-29 03:26:38.945698
466,131,2026-01-18 01:27:47.848913,cancelled,1622.4,0.0,129.79,1752.19,apple_pay,3021 Chan Knoll,Sullivanborough,NC,02515,2026-01-18 01:27:47.848913,2026-01-23 01:27:47.848913
467,131,2026-01-18 20:33:57.844881,returned,2269.14,0.0,181.53,2450.67,apple_pay,3021 Chan Knoll,Sullivanborough,NC,02515,2026-01-18 20:33:57.844881,2026-01-21 20:33:57.844881
468,333,2024-08-21 03:32:00.382447,completed,196.86,0.0,15.75,212.61,apple_pay,9294 Peterson Crest,South Robertberg,OK,65276,2024-08-21 03:32:00.382447,2024-08-21 03:32:00.382447
469,430,2025-08-07 01:17:34.381969,completed,708.76,0.0,56.7,765.46,credit_card,9561 Tanya Club,South Todd,AL,51265,2025-08-07 01:17:34.381969,2025-08-08 01:17:34.381969
470,838,2025-12-02 09:58:35.358374,completed,830.5,0.0,66.44,896.94,paypal,073 Schroeder Mews,Annberg,MS,03802,2025-12-02 09:58:35.358374,2025-12-02 09:58:35.358374
471,188,2025-11-18 14:26:49.269966,completed,821.81,0.0,65.74,887.55,debit_card,9242 Perez Landing Suite 025,Stephenburgh,RI,21576,2025-11-18 14:26:49.269966,2025-11-19 14:26:49.269966
472,144,2026-01-18 22:58:53.796547,returned,2807.7,0.0,224.62,3032.32,apple_pay,240 Mann Points Suite 873,New Michael,VA,61894,2026-01-18 22:58:53.796547,2026-01-20 22:58:53.796547
473,715,2024-07-19 00:36:08.320154,completed,774.89,0.0,61.99,836.88,credit_card,8315 Diaz Squares,New Renee,TN,19808,2024-07-19 00:36:08.320154,2024-07-24 00:36:08.320154
474,696,2025-12-31 02:13:54.886728,completed,655.71,0.0,52.46,708.17,debit_card,75699 James Forges Apt. 006,Traciborough,TX,20781,2025-12-31 02:13:54.886728,2026-01-03 02:13:54.886728
475,251,2025-02-17 01:27:16.940388,completed,63.15,0.0,5.05,68.2,debit_card,91436 Christine Circle,West Victor,ID,20380,2025-02-17 01:27:16.940388,2025-02-17 01:27:16.940388
476,14,2025-07-12 09:26:26.291162,shipped,3869.02,0.0,309.52,4178.54,apple_pay,870 Samantha Crossing,Andersonmouth,TN,70117,2025-07-12 09:26:26.291162,2025-07-16 09:26:26.291162
477,118,2025-01-11 09:21:58.783558,completed,1168.33,0.0,93.47,1261.8,debit_card,947 Jones Station,Aliciaburgh,NC,09437,2025-01-11 09:21:58.783558,2025-01-13 09:21:58.783558
478,2,2025-11-12 08:50:58.318180,completed,396.18,0.0,31.69,427.87,apple_pay,55341 Amanda Gardens Apt. 764,Lake Mark,WI,07832,2025-11-12 08:50:58.318180,2025-11-17 08:50:58.318180
479,221,2025-09-05 05:13:02.326909,completed,299.1,0.0,23.93,323.03,debit_card,6532 Cobb Dam Suite 667,Sherrymouth,FL,01804,2025-09-05 05:13:02.326909,2025-09-05 05:13:02.326909
480,954,2024-11-23 06:16:09.835760,completed,550.38,0.0,44.03,594.41,debit_card,680 Phillips Vista Suite 442,West Tracyside,WY,29658,2024-11-23 06:16:09.835760,2024-11-26 06:16:09.835760
481,414,2024-09-02 16:35:13.333455,cancelled,281.53,0.0,22.52,304.05,apple_pay,5307 Moore Village,Jeremyfort,PA,95361,2024-09-02 16:35:13.333455,2024-09-02 16:35:13.333455
482,590,2025-08-19 16:36:49.156133,cancelled,294.58,0.0,23.57,318.15,debit_card,65812 Anthony Land Apt. 294,North Marcuschester,IL,06011,2025-08-19 16:36:49.156133,2025-08-23 16:36:49.156133
483,924,2026-01-01 14:09:47.308937,completed,867.55,0.0,69.4,936.95,debit_card,7862 Duffy Squares,Jacobberg,NC,61156,2026-01-01 14:09:47.308937,2026-01-03 14:09:47.308937
484,646,2025-10-07 06:35:33.596347,completed,347.79,0.0,27.82,375.61,credit_card,05534 Michael Burg,South James,MT,97783,2025-10-07 06:35:33.596347,2025-10-10 06:35:33.596347
485,304,2024-10-12 13:10:24.640446,shipped,428.53,0.0,34.28,462.81,apple_pay,5330 Jimenez Harbor Suite 117,New Mark,MS,31489,2024-10-12 13:10:24.640446,2024-10-14 13:10:24.640446
486,357,2026-01-18 11:28:29.021263,completed,178.94,0.0,14.32,193.26,debit_card,704 White Locks Apt. 715,Lake Michelletown,GA,42316,2026-01-18 11:28:29.021263,2026-01-23 11:28:29.021263
487,536,2025-05-11 21:56:57.249958,shipped,552.51,0.0,44.2,596.71,debit_card,23200 Heather Lights,Hamiltonville,AZ,04407,2025-05-11 21:56:57.249958,2025-05-16 21:56:57.249958
488,242,2025-08-08 23:30:17.713109,processing,668.07,0.0,53.45,721.52,apple_pay,11508 Matthew Spring,Johnview,ID,92990,2025-08-08 23:30:17.713109,2025-08-08 23:30:17.713109
489,727,2024-10-16 04:20:27.283185,completed,285.82,0.0,22.87,308.69,credit_card,6559 Joseph Track,Hornestad,WY,32782,2024-10-16 04:20:27.283185,2024-10-20 04:20:27.283185
490,770,2023-04-21 16:12:41.531930,completed,1205.64,0.0,96.45,1302.09,debit_card,693 Lutz Street,Deborahville,MO,64178,2023-04-21 16:12:41.531930,2023-04-24 16:12:41.531930
491,153,2025-11-24 22:19:56.242970,completed,390.36,0.0,31.23,421.59,paypal,87800 Sandra Inlet,Tracyburgh,AK,45954,2025-11-24 22:19:56.242970,2025-11-25 22:19:56.242970
492,197,2025-02-20 13:44:37.979432,completed,1855.6,0.0,148.45,2004.05,debit_card,8112 Morales Ramp Apt. 215,West James,PR,53491,2025-02-20 13:44:37.979432,2025-02-20 13:44:37.979432
493,658,2025-12-25 23:17:52.201468,completed,803.53,0.0,64.28,867.81,debit_card,726 Andrew Pass Suite 672,West Kevin,IL,84078,2025-12-25 23:17:52.201468,2025-12-25 23:17:52.201468
494,868,2025-10-13 00:20:52.753520,completed,84.21,0.0,6.74,90.95,debit_card,7280 Timothy Drives,Mooretown,VA,84166,2025-10-13 00:20:52.753520,2025-10-17 00:20:52.753520
495,250,2024-04-07 22:32:57.041131,shipped,981.3,0.0,78.5,1059.8,paypal,06506 Stephen Circles Suite 950,East Robertfort,CT,93893,2024-04-07 22:32:57.041131,2024-04-12 22:32:57.041131
496,34,2024-03-01 19:27:51.275428,returned,58.84,0.0,4.71,63.55,credit_card,7115 Cameron Harbor,Oscarhaven,LA,59970,2024-03-01 19:27:51.275428,2024-03-03 19:27:51.275428
497,379,2025-10-07 11:51:43.931022,cancelled,1106.14,0.0,88.49,1194.63,paypal,06661 Ward Inlet Apt. 643,Lake Dawnfurt,FM,62283,2025-10-07 11:51:43.931022,2025-10-10 11:51:43.931022
498,594,2026-01-18 08:09:00.470569,returned,464.89,0.0,37.19,502.08,debit_card,36660 Jasmin Circle,West Sharonburgh,ND,44627,2026-01-18 08:09:00.470569,2026-01-23 08:09:00.470569
499,567,2024-05-09 01:24:55.316817,cancelled,148.85,0.0,11.91,160.76,paypal,800 Samantha Orchard Apt. 214,West Steven,PR,26042,2024-05-09 01:24:55.316817,2024-05-09 01:24:55.316817
500,232,2025-11-14 17:07:27.728633,completed,97.32,0.0,7.79,105.11,credit_card,7930 Tracey Route,Rodriguezview,OK,66079,2025-11-14 17:07:27.728633,2025-11-18 17:07:27.728633
501,396,2026-01-18 09:46:40.237635,processing,1545.98,0.0,123.68,1669.66,debit_card,282 Johnson Camp Apt. 441,Feliciashire,NC,22440,2026-01-18 09:46:40.237635,2026-01-18 09:46:40.237635
502,813,2024-08-05 14:44:38.365674,returned,314.51,0.0,25.16,339.67,credit_card,9950 Joshua Expressway Apt. 302,South Roberto,LA,02774,2024-08-05 14:44:38.365674,2024-08-08 14:44:38.365674
503,75,2024-08-04 09:46:27.921330,processing,135.4,0.0,10.83,146.23,credit_card,529 Anna Rue,Rasmussenmouth,WY,56921,2024-08-04 09:46:27.921330,2024-08-06 09:46:27.921330
504,791,2026-01-15 21:14:25.899987,cancelled,64.75,0.0,5.18,69.93,credit_card,421 Lopez Pass,North Carolyn,ND,97117,2026-01-15 21:14:25.899987,2026-01-17 21:14:25.899987
505,598,2025-05-05 09:32:24.148887,cancelled,739.23,0.0,59.14,798.37,apple_pay,49899 Matthew Fork Suite 607,Oliviashire,VI,80170,2025-05-05 09:32:24.148887,2025-05-08 09:32:24.148887
